contract_expiration_year,yellow_cards,red_cards,goals,assists,minutes_played,stadium_seats,national_team_players,age,position_Attack,position_Defender,position_Goalkeeper,position_Midfield,foot_Both,foot_Left,foot_Right,current_club_domestic_competition_id_BE1,current_club_domestic_competition_id_DK1,current_club_domestic_competition_id_ES1,current_club_domestic_competition_id_FR1,current_club_domestic_competition_id_GB1,current_club_domestic_competition_id_GR1,current_club_domestic_competition_id_IT1,current_club_domestic_competition_id_L1,current_club_domestic_competition_id_NL1,current_club_domestic_competition_id_PO1,current_club_domestic_competition_id_RU1,current_club_domestic_competition_id_SC1,current_club_domestic_competition_id_TR1,current_club_domestic_competition_id_UKR1
2027,4,0,42,5,2871,53400,15,22,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
